,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
4776,TXN_3512545,cookie,4.0,1.0,4.0,credit card,in-store,2023-08-08
4777,TXN_7703185,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-12-10
4778,TXN_8455321,smoothie,3.0,4.0,12.0,unknown,in-store,2023-01-25
4779,TXN_9904505,smoothie,2.0,4.0,8.0,digital wallet,unknown,2023-06-07
4780,TXN_5020643,tea,3.0,1.5,4.5,digital wallet,in-store,2023-10-19
4781,TXN_8170122,cookie,5.0,1.0,5.0,digital wallet,in-store,2023-03-20
4782,TXN_5067216,unknown,4.0,5.0,20.0,unknown,takeaway,2023-07-24
4783,TXN_3930540,smoothie,3.0,4.0,12.0,cash,unknown,2023-03-24
4784,TXN_4663537,coffee,5.0,2.0,10.0,credit card,unknown,2023-10-22
4785,TXN_5392630,juice,5.0,3.0,15.0,cash,takeaway,2023-11-23
4786,TXN_9480851,cake,3.0,3.0,9.0,unknown,in-store,2023-03-21
4787,TXN_5927620,smoothie,1.0,4.0,4.0,credit card,unknown,2023-05-04
4788,TXN_1561430,tea,2.0,1.5,3.0,unknown,takeaway,2023-10-13
4789,TXN_1133945,smoothie,2.0,4.0,8.0,digital wallet,in-store,2023-10-23
4790,TXN_5467240,smoothie,5.0,4.0,20.0,digital wallet,unknown,2023-10-20
4791,TXN_3210288,salad,3.0,5.0,15.0,unknown,takeaway,2023-04-30
4792,TXN_1586452,salad,2.0,5.0,10.0,cash,in-store,2023-02-01
4793,TXN_9814929,cake,3.0,3.0,9.0,digital wallet,in-store,2023-10-01
4794,TXN_8961480,tea,4.0,1.5,6.0,cash,unknown,2023-02-18
4795,TXN_1826919,juice,4.0,3.0,12.0,credit card,in-store,2023-02-21
4796,TXN_3135048,salad,1.0,5.0,5.0,credit card,takeaway,2023-02-03
4797,TXN_3105263,unknown,4.0,4.0,16.0,credit card,takeaway,2023-11-25
4798,TXN_4504141,sandwich,5.0,4.0,20.0,credit card,unknown,2023-09-28
4799,TXN_7408461,juice,3.0,3.0,9.0,unknown,in-store,2023-11-05
4800,TXN_8108115,coffee,3.0,2.0,6.0,unknown,in-store,2023-08-24
4801,TXN_6655437,juice,1.0,3.0,3.0,unknown,unknown,2023-07-07
4802,TXN_9120328,tea,5.0,1.5,7.5,credit card,takeaway,2023-10-22
4803,TXN_3906862,cake,5.0,3.0,15.0,cash,unknown,2023-08-14
4804,TXN_8468071,cookie,4.0,1.0,4.0,unknown,unknown,2023-08-22
4805,TXN_7543921,coffee,3.0,2.0,6.0,cash,in-store,2023-12-06
4806,TXN_8714536,unknown,4.0,4.0,16.0,digital wallet,takeaway,2023-05-06
4807,TXN_3282601,unknown,2.0,3.0,6.0,digital wallet,in-store,2023-02-03
4808,TXN_4569599,unknown,2.0,1.5,3.0,cash,unknown,2023-02-07
4809,TXN_2970011,coffee,4.0,2.0,8.0,credit card,takeaway,2023-06-04
4810,TXN_5556328,tea,5.0,1.5,7.5,digital wallet,in-store,2023-12-10
4811,TXN_8786159,coffee,3.0,2.0,6.0,cash,in-store,2023-04-05
4812,TXN_2467699,tea,1.0,1.5,1.5,cash,unknown,2023-06-17
4813,TXN_3085628,salad,1.0,5.0,5.0,cash,unknown,2023-08-26
4814,TXN_7952153,smoothie,2.0,4.0,8.0,digital wallet,unknown,2023-07-24
4815,TXN_4439321,coffee,3.0,2.0,6.0,cash,in-store,2023-04-25
4816,TXN_1488127,tea,5.0,1.5,7.5,unknown,takeaway,2023-12-12
4817,TXN_6687734,cake,1.0,3.0,3.0,unknown,in-store,2023-03-14
4818,TXN_7323885,sandwich,5.0,4.0,20.0,cash,in-store,2023-09-15
4819,TXN_7894558,coffee,2.0,2.0,4.0,unknown,unknown,2023-01-04
4820,TXN_4019040,tea,1.0,1.5,1.5,cash,in-store,2023-02-01
4821,TXN_1570573,sandwich,3.0,4.0,12.0,digital wallet,takeaway,2023-04-09
4822,TXN_5991995,cake,1.0,3.0,3.0,digital wallet,in-store,2023-01-08
4823,TXN_2437586,sandwich,4.0,4.0,16.0,cash,unknown,2023-08-29
4824,TXN_7326827,smoothie,1.0,4.0,4.0,unknown,in-store,2023-06-30
4825,TXN_6004431,sandwich,2.0,4.0,8.0,cash,takeaway,2023-04-07
4826,TXN_7475500,cookie,2.0,1.0,2.0,cash,unknown,2023-11-22
4827,TXN_8122317,coffee,3.0,2.0,6.0,cash,takeaway,2023-10-16
4828,TXN_2028930,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-11-25
4829,TXN_3394874,coffee,4.0,2.0,8.0,credit card,takeaway,2023-06-18
4830,TXN_5804346,tea,1.0,1.5,1.5,credit card,unknown,2023-07-05
4831,TXN_5926025,unknown,2.0,4.0,8.0,digital wallet,unknown,2023-07-29
4832,TXN_2220389,salad,4.0,5.0,20.0,credit card,unknown,2023-07-26
4833,TXN_9603773,cookie,2.0,1.0,2.0,credit card,unknown,2023-10-10
4834,TXN_1285279,coffee,2.0,2.0,4.0,cash,takeaway,2023-04-09
4835,TXN_5244558,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-06-06
4836,TXN_1702434,smoothie,3.0,4.0,12.0,digital wallet,unknown,2023-07-22
4837,TXN_2425755,smoothie,1.0,4.0,4.0,unknown,takeaway,2023-09-14
4838,TXN_5350200,unknown,1.0,4.0,4.0,cash,in-store,2023-12-02
4839,TXN_7151817,sandwich,1.0,4.0,4.0,cash,in-store,2023-05-18
4840,TXN_7514589,juice,3.0,3.0,9.0,cash,takeaway,2023-07-25
4841,TXN_5962237,juice,1.0,3.0,3.0,unknown,takeaway,2023-10-31
4842,TXN_9059245,unknown,1.0,4.0,4.0,cash,unknown,2023-07-11
4843,TXN_2188356,tea,1.0,1.5,1.5,unknown,in-store,2023-07-14
4844,TXN_8019335,smoothie,3.0,4.0,12.0,digital wallet,takeaway,2023-11-26
4845,TXN_5921650,salad,4.0,5.0,20.0,unknown,in-store,2023-10-13
4846,TXN_5248011,cake,2.0,3.0,6.0,unknown,in-store,2023-01-21
4847,TXN_7332957,sandwich,5.0,4.0,20.0,digital wallet,unknown,2023-07-26
4848,TXN_1278539,tea,1.0,1.5,1.5,credit card,takeaway,2023-04-04
4849,TXN_1186221,salad,4.0,5.0,20.0,cash,takeaway,2023-04-21
4850,TXN_3086676,cake,2.0,3.0,6.0,cash,unknown,2023-07-21
4851,TXN_9696138,juice,3.0,3.0,9.0,unknown,unknown,2023-12-01
4852,TXN_1846455,sandwich,4.0,4.0,16.0,unknown,unknown,2023-03-16
4853,TXN_1548245,unknown,4.0,4.0,16.0,credit card,unknown,2023-03-15
4854,TXN_1839407,cookie,3.0,1.0,3.0,cash,unknown,2023-03-15
4855,TXN_9028798,cake,2.0,3.0,6.0,cash,in-store,2023-05-25
4856,TXN_4672332,cake,4.0,3.0,12.0,cash,in-store,2023-03-29
4857,TXN_2726078,coffee,3.0,2.0,6.0,digital wallet,unknown,2023-11-27
4858,TXN_5249091,smoothie,5.0,4.0,20.0,credit card,in-store,2023-08-15
4859,TXN_9507397,cookie,3.0,1.0,3.0,credit card,takeaway,2023-10-26
4860,TXN_6948649,unknown,5.0,1.5,7.5,cash,in-store,2023-11-27
4861,TXN_3300171,cookie,5.0,1.0,5.0,credit card,in-store,2023-02-14
4862,TXN_2773085,coffee,1.0,2.0,2.0,unknown,unknown,2023-10-16
4863,TXN_4697112,sandwich,3.0,4.0,12.0,credit card,unknown,2023-04-08
4864,TXN_7897423,unknown,4.0,5.0,20.0,unknown,unknown,2023-05-24
4865,TXN_6373380,coffee,4.0,2.0,8.0,cash,in-store,2023-07-21
4866,TXN_8668590,cookie,4.0,1.0,4.0,digital wallet,unknown,2023-04-18
4867,TXN_9121676,smoothie,4.0,4.0,16.0,unknown,unknown,2023-12-25
4868,TXN_4956012,sandwich,1.0,4.0,4.0,unknown,in-store,2023-07-20
4869,TXN_4341126,cake,2.0,3.0,6.0,cash,unknown,2023-07-01
4870,TXN_9792412,tea,4.0,1.5,6.0,digital wallet,takeaway,2023-06-15
4871,TXN_2103018,cake,5.0,3.0,15.0,credit card,in-store,2023-11-24
4872,TXN_9843421,unknown,3.0,3.0,9.0,unknown,in-store,2023-09-06
4873,TXN_2227781,cake,1.0,3.0,3.0,cash,takeaway,2023-01-21
4874,TXN_6159539,juice,1.0,3.0,3.0,digital wallet,unknown,2023-01-12
4875,TXN_8014766,unknown,1.0,4.0,4.0,unknown,unknown,2023-10-05
4876,TXN_5234152,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-03-26
4877,TXN_9468033,juice,1.0,3.0,3.0,credit card,unknown,2023-12-13
4878,TXN_3132304,sandwich,1.0,4.0,4.0,credit card,unknown,2023-01-21
4879,TXN_6262910,cake,4.0,3.0,12.0,cash,takeaway,2023-07-02
4880,TXN_7543841,cookie,3.0,1.0,3.0,cash,in-store,2023-11-07
4881,TXN_7901672,cookie,1.0,1.0,1.0,unknown,unknown,2023-06-24
4882,TXN_1058957,juice,2.0,3.0,6.0,cash,in-store,2023-03-21
4883,TXN_7635738,coffee,4.0,2.0,8.0,cash,takeaway,2023-08-08
4884,TXN_2728444,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-01-23
4885,TXN_9073184,cake,2.0,3.0,6.0,unknown,unknown,2023-04-14
4886,TXN_2044945,unknown,2.0,1.5,3.0,cash,unknown,2023-10-18
4887,TXN_5665341,tea,5.0,1.5,7.5,cash,unknown,2023-02-27
4888,TXN_1509627,juice,4.0,3.0,12.0,digital wallet,unknown,2023-03-23
4889,TXN_7813066,juice,1.0,3.0,3.0,unknown,unknown,2023-02-28
4890,TXN_5518591,cookie,4.0,1.0,4.0,digital wallet,unknown,2023-09-21
4891,TXN_6540415,cake,5.0,3.0,15.0,unknown,unknown,2023-05-27
4892,TXN_2991726,juice,5.0,3.0,15.0,unknown,in-store,2023-09-01
4893,TXN_7939659,cake,3.0,3.0,9.0,digital wallet,takeaway,2023-07-26
4894,TXN_7531403,smoothie,2.0,4.0,8.0,cash,in-store,2023-07-08
4895,TXN_3767196,salad,4.0,5.0,20.0,cash,unknown,2023-08-30
4896,TXN_3562332,salad,5.0,5.0,25.0,unknown,unknown,2023-06-20
4897,TXN_7302788,coffee,1.0,2.0,2.0,cash,in-store,2023-09-18
4898,TXN_9233948,cookie,4.0,1.0,4.0,cash,unknown,2023-03-26
4899,TXN_1510673,juice,3.0,3.0,9.0,unknown,unknown,2023-02-26
4900,TXN_9867586,smoothie,4.0,4.0,16.0,unknown,in-store,2023-06-02
4901,TXN_1750875,juice,3.0,3.0,9.0,unknown,unknown,2023-12-13
4902,TXN_6397944,salad,5.0,5.0,25.0,unknown,unknown,2023-10-31
4903,TXN_5216430,cookie,3.0,1.0,3.0,unknown,unknown,2023-02-05
4904,TXN_2723755,juice,3.0,3.0,9.0,cash,unknown,2023-06-30
4905,TXN_2313646,sandwich,3.0,4.0,12.0,unknown,in-store,2023-08-24
4907,TXN_4028494,cake,3.0,3.0,9.0,digital wallet,in-store,2023-10-22
4908,TXN_1412415,juice,3.0,3.0,9.0,cash,in-store,2023-02-24
4909,TXN_7398884,unknown,3.0,4.0,12.0,unknown,takeaway,2023-12-24
4910,TXN_6546131,coffee,4.0,2.0,8.0,credit card,in-store,2023-06-26
4911,TXN_9030656,juice,5.0,3.0,15.0,digital wallet,takeaway,2023-12-12
4912,TXN_1950777,salad,5.0,5.0,25.0,cash,takeaway,2023-08-26
4913,TXN_4605239,coffee,1.0,2.0,2.0,credit card,unknown,2023-08-06
4914,TXN_8019396,sandwich,3.0,4.0,12.0,unknown,unknown,2023-10-20
4918,TXN_7874772,tea,1.0,1.5,1.5,credit card,takeaway,2023-04-26
4919,TXN_2625464,smoothie,3.0,4.0,12.0,credit card,in-store,2023-10-06
4920,TXN_9338442,cake,1.0,3.0,3.0,digital wallet,in-store,2023-12-29
4921,TXN_2953908,coffee,5.0,2.0,10.0,credit card,in-store,2023-10-11
4922,TXN_2576936,cake,3.0,3.0,9.0,cash,unknown,2023-10-14
4923,TXN_4586482,juice,3.0,3.0,9.0,unknown,in-store,2023-09-04
4924,TXN_3660806,cookie,5.0,1.0,5.0,unknown,takeaway,2023-02-14
4926,TXN_6410244,tea,4.0,1.5,6.0,credit card,takeaway,2023-01-06
4927,TXN_5026431,unknown,5.0,4.0,20.0,cash,unknown,2023-12-05
4928,TXN_3106348,salad,4.0,5.0,20.0,digital wallet,in-store,2023-01-10
4929,TXN_6216278,coffee,4.0,2.0,8.0,credit card,in-store,2023-11-06
4930,TXN_9947324,sandwich,2.0,4.0,8.0,digital wallet,takeaway,2023-08-22
4931,TXN_9531434,cookie,1.0,1.0,1.0,credit card,takeaway,2023-10-09
4932,TXN_4104718,cookie,2.0,1.0,2.0,cash,unknown,2023-11-08
4933,TXN_5789560,juice,2.0,3.0,6.0,cash,takeaway,2023-02-13
4934,TXN_8285752,cookie,4.0,1.0,4.0,unknown,in-store,2023-01-07
4935,TXN_8099340,unknown,4.0,1.5,6.0,unknown,in-store,2023-04-23
4936,TXN_7733300,smoothie,2.0,4.0,8.0,cash,takeaway,2023-12-10
4937,TXN_4416331,cookie,1.0,1.0,1.0,unknown,takeaway,2023-02-13
4938,TXN_3551665,juice,4.0,3.0,12.0,credit card,in-store,2023-04-06
4939,TXN_7377496,unknown,1.0,3.0,3.0,credit card,takeaway,2023-02-28
4940,TXN_4637438,salad,2.0,5.0,10.0,unknown,takeaway,2023-04-07
4941,TXN_5493965,juice,1.0,3.0,3.0,unknown,unknown,2023-06-16
4942,TXN_2525207,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-11-25
4943,TXN_7354480,cake,2.0,3.0,6.0,cash,unknown,2023-01-17
4944,TXN_6819128,salad,1.0,5.0,5.0,cash,unknown,2023-10-19
4945,TXN_5023419,cookie,3.0,1.0,3.0,digital wallet,takeaway,2023-02-26
4946,TXN_9864890,sandwich,3.0,4.0,12.0,unknown,in-store,2023-12-06
4947,TXN_8798330,unknown,1.0,2.0,2.0,unknown,in-store,2023-02-16
4948,TXN_9951411,coffee,1.0,2.0,2.0,cash,in-store,2023-08-09
4949,TXN_6755795,smoothie,5.0,4.0,20.0,cash,unknown,2023-02-22
4950,TXN_7507071,smoothie,2.0,4.0,8.0,unknown,in-store,2023-01-10
4951,TXN_1018470,juice,3.0,3.0,9.0,unknown,unknown,2023-01-14
4952,TXN_2924262,cookie,5.0,1.0,5.0,unknown,unknown,2023-09-01
4953,TXN_6472242,sandwich,1.0,4.0,4.0,unknown,unknown,2023-03-27
4954,TXN_8482647,sandwich,5.0,4.0,20.0,credit card,unknown,2023-01-08
4955,TXN_6994354,salad,5.0,5.0,25.0,unknown,takeaway,2023-07-03
4956,TXN_3520910,salad,1.0,5.0,5.0,credit card,takeaway,2023-05-06
4957,TXN_8589003,tea,4.0,1.5,6.0,cash,unknown,2023-08-25
4958,TXN_3219263,smoothie,5.0,4.0,20.0,unknown,takeaway,2023-03-31
4959,TXN_9619442,cake,4.0,3.0,12.0,digital wallet,in-store,2023-05-23
4960,TXN_1050323,juice,1.0,3.0,3.0,unknown,in-store,2023-03-10
4961,TXN_8379815,smoothie,5.0,4.0,20.0,credit card,unknown,2023-07-31
4962,TXN_6746916,coffee,1.0,2.0,2.0,cash,takeaway,2023-11-15
4963,TXN_1547717,sandwich,5.0,4.0,20.0,unknown,unknown,2023-12-15
4964,TXN_8407982,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-09-17
4965,TXN_3484276,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-06-14
4966,TXN_3705669,tea,2.0,1.5,3.0,unknown,unknown,2023-11-23
4967,TXN_4105487,sandwich,4.0,4.0,16.0,digital wallet,in-store,2023-04-13
4968,TXN_6856558,juice,4.0,3.0,12.0,unknown,takeaway,2023-10-30
4969,TXN_3669990,tea,2.0,1.5,3.0,cash,takeaway,2023-01-27
4970,TXN_5994713,tea,3.0,1.5,4.5,unknown,takeaway,2023-03-05
4971,TXN_8091357,coffee,1.0,2.0,2.0,cash,unknown,2023-12-28
4972,TXN_9555958,smoothie,4.0,4.0,16.0,digital wallet,takeaway,2023-09-30
4973,TXN_4194085,salad,1.0,5.0,5.0,credit card,unknown,2023-05-25
4974,TXN_7780748,cookie,3.0,1.0,3.0,credit card,in-store,2023-01-19
4975,TXN_7914340,tea,1.0,1.5,1.5,unknown,unknown,2023-09-04
4976,TXN_7780786,cake,1.0,3.0,3.0,credit card,unknown,2023-10-30
4977,TXN_1048284,salad,2.0,5.0,10.0,cash,in-store,2023-08-19
4978,TXN_3301517,salad,5.0,5.0,25.0,credit card,in-store,2023-04-13
4979,TXN_3120848,cookie,1.0,1.0,1.0,cash,in-store,2023-11-01
4980,TXN_3764807,smoothie,2.0,4.0,8.0,unknown,unknown,2023-08-28
4981,TXN_3315467,sandwich,2.0,4.0,8.0,digital wallet,takeaway,2023-11-17
4982,TXN_9363990,cake,3.0,3.0,9.0,credit card,unknown,2023-01-17
4983,TXN_9666257,juice,2.0,3.0,6.0,unknown,in-store,2023-09-27
4984,TXN_1504466,coffee,1.0,2.0,2.0,cash,unknown,2023-11-07
4985,TXN_3324387,unknown,1.0,4.0,4.0,credit card,unknown,2023-12-13
4987,TXN_1477525,salad,3.0,5.0,15.0,cash,takeaway,2023-11-06
4988,TXN_9063624,coffee,1.0,2.0,2.0,credit card,unknown,2023-04-21
4989,TXN_1595139,smoothie,5.0,4.0,20.0,cash,unknown,2023-08-24
4990,TXN_8606912,salad,5.0,5.0,25.0,digital wallet,unknown,2023-03-10
4991,TXN_8548232,sandwich,4.0,4.0,16.0,digital wallet,in-store,2023-06-21
4992,TXN_6074414,salad,2.0,5.0,10.0,credit card,unknown,2023-11-13
4993,TXN_2010658,smoothie,3.0,4.0,12.0,unknown,unknown,2023-02-20
4994,TXN_5070577,cookie,4.0,1.0,4.0,credit card,takeaway,2023-02-07
4995,TXN_5426236,unknown,3.0,4.0,12.0,cash,takeaway,2023-08-31
4996,TXN_8867957,sandwich,1.0,4.0,4.0,digital wallet,unknown,2023-01-04
4997,TXN_3241422,salad,2.0,5.0,10.0,cash,takeaway,2023-07-17
4998,TXN_6036254,unknown,3.0,2.0,6.0,credit card,unknown,2023-09-20
4999,TXN_3580048,smoothie,5.0,4.0,20.0,unknown,unknown,2023-05-17
5000,TXN_2756336,smoothie,3.0,4.0,12.0,credit card,takeaway,2023-07-07
5001,TXN_9691873,juice,2.0,3.0,6.0,digital wallet,takeaway,2023-02-15
5002,TXN_2466187,coffee,2.0,2.0,4.0,unknown,takeaway,2023-04-18
5004,TXN_7964520,coffee,1.0,2.0,2.0,unknown,in-store,2023-03-26
5005,TXN_3185667,tea,5.0,1.5,7.5,digital wallet,unknown,2023-12-26
5006,TXN_8167741,sandwich,4.0,4.0,16.0,unknown,takeaway,2023-09-09
5007,TXN_1015883,cookie,4.0,1.0,4.0,cash,in-store,2023-10-16
5008,TXN_8838566,cake,5.0,3.0,15.0,digital wallet,in-store,2023-07-25
5009,TXN_2423343,tea,4.0,1.5,6.0,unknown,in-store,2023-09-25
5010,TXN_1496038,juice,4.0,3.0,12.0,unknown,in-store,2023-12-22
5011,TXN_9484436,salad,1.0,5.0,5.0,credit card,in-store,2023-01-20
5012,TXN_7670699,juice,1.0,3.0,3.0,cash,in-store,2023-12-24
5013,TXN_7765640,unknown,1.0,2.0,2.0,credit card,unknown,2023-07-07
5014,TXN_5412418,unknown,3.0,3.0,9.0,cash,unknown,2023-09-23
5015,TXN_2053631,salad,1.0,5.0,5.0,credit card,unknown,2023-03-21
5016,TXN_3632064,cookie,5.0,1.0,5.0,cash,unknown,2023-02-12
5017,TXN_4254587,smoothie,1.0,4.0,4.0,digital wallet,unknown,2023-05-27
5018,TXN_9605972,cake,3.0,3.0,9.0,unknown,unknown,2023-09-30
5019,TXN_1323030,salad,4.0,5.0,20.0,unknown,in-store,2023-03-30
5020,TXN_7989903,juice,2.0,3.0,6.0,cash,unknown,2023-06-19
5021,TXN_7423885,juice,4.0,3.0,12.0,digital wallet,takeaway,2023-09-06
5022,TXN_1495371,sandwich,2.0,4.0,8.0,credit card,takeaway,2023-07-21
5023,TXN_8934025,cookie,2.0,1.0,2.0,unknown,unknown,2023-12-18
5024,TXN_7515290,smoothie,3.0,4.0,12.0,digital wallet,unknown,2023-12-23
5025,TXN_3711520,tea,1.0,1.5,1.5,unknown,in-store,2023-06-29
5026,TXN_3841683,sandwich,1.0,4.0,4.0,unknown,in-store,2023-06-20
5027,TXN_9100530,sandwich,3.0,4.0,12.0,digital wallet,unknown,2023-05-21
5028,TXN_3112013,sandwich,5.0,4.0,20.0,cash,in-store,2023-01-06
5029,TXN_7786787,tea,1.0,1.5,1.5,credit card,takeaway,2023-07-08
5030,TXN_7160196,sandwich,1.0,4.0,4.0,unknown,in-store,2023-12-06
5031,TXN_4634894,coffee,1.0,2.0,2.0,unknown,unknown,2023-12-09
5032,TXN_8214944,unknown,3.0,1.5,4.5,credit card,in-store,2023-11-18
5033,TXN_1080377,cake,2.0,3.0,6.0,unknown,unknown,2023-04-08
5034,TXN_8566683,smoothie,4.0,4.0,16.0,cash,takeaway,2023-08-09
5035,TXN_2784588,juice,2.0,3.0,6.0,cash,takeaway,2023-03-26
5036,TXN_6110769,cookie,2.0,1.0,2.0,unknown,unknown,2023-03-02
5038,TXN_1637334,unknown,2.0,1.5,3.0,credit card,in-store,2023-08-09
5039,TXN_9514452,unknown,5.0,2.0,10.0,credit card,takeaway,2023-07-29
5040,TXN_8787350,sandwich,5.0,4.0,20.0,unknown,unknown,2023-05-21
5041,TXN_7533675,smoothie,3.0,4.0,12.0,unknown,in-store,2023-10-28
5042,TXN_2264601,tea,1.0,1.5,1.5,unknown,unknown,2023-01-21
5043,TXN_6024139,juice,4.0,3.0,12.0,digital wallet,unknown,2023-08-15
5044,TXN_9841397,coffee,4.0,2.0,8.0,cash,in-store,2023-12-28
5045,TXN_7302991,unknown,4.0,4.0,16.0,digital wallet,takeaway,2023-04-05
5046,TXN_6093331,smoothie,2.0,4.0,8.0,credit card,unknown,2023-06-24
5047,TXN_3087096,tea,3.0,1.5,4.5,cash,unknown,2023-08-19
5048,TXN_8324315,salad,1.0,5.0,5.0,unknown,unknown,2023-08-07
5049,TXN_8933679,salad,3.0,5.0,15.0,digital wallet,in-store,2023-09-24
5050,TXN_3528653,cake,1.0,3.0,3.0,unknown,unknown,2023-02-26
5051,TXN_4256155,cake,5.0,3.0,15.0,unknown,takeaway,2023-04-06
5052,TXN_7186675,cookie,4.0,1.0,4.0,cash,unknown,2023-11-09
5053,TXN_5295223,unknown,5.0,5.0,25.0,cash,in-store,2023-03-23
5054,TXN_8578861,salad,5.0,5.0,25.0,digital wallet,in-store,2023-05-16
5055,TXN_8028042,coffee,3.0,2.0,6.0,unknown,unknown,2023-04-05
5056,TXN_4021467,coffee,2.0,2.0,4.0,unknown,takeaway,2023-04-02
5057,TXN_4807037,salad,5.0,5.0,25.0,cash,in-store,2023-12-08
5058,TXN_3975938,sandwich,3.0,4.0,12.0,credit card,unknown,2023-09-04
5059,TXN_3312653,cookie,5.0,1.0,5.0,cash,takeaway,2023-12-09
5060,TXN_1405498,juice,2.0,3.0,6.0,unknown,takeaway,2023-12-31
5061,TXN_6571288,sandwich,2.0,4.0,8.0,credit card,unknown,2023-10-23
5062,TXN_7560210,juice,5.0,3.0,15.0,unknown,takeaway,2023-02-21
5063,TXN_2905234,cookie,1.0,1.0,1.0,credit card,unknown,2023-09-24
5064,TXN_3630981,coffee,2.0,2.0,4.0,unknown,in-store,2023-10-31
5065,TXN_3339728,juice,5.0,3.0,15.0,unknown,in-store,2023-05-13
5066,TXN_3826298,cookie,3.0,1.0,3.0,unknown,unknown,2023-11-28
5067,TXN_7854306,sandwich,1.0,4.0,4.0,cash,in-store,2023-09-17
5068,TXN_6034709,unknown,2.0,2.0,4.0,credit card,unknown,2023-06-16
5069,TXN_3072565,juice,3.0,3.0,9.0,credit card,unknown,2023-07-09
5070,TXN_9544977,cookie,4.0,1.0,4.0,unknown,in-store,2023-07-04
5072,TXN_8374101,salad,5.0,5.0,25.0,credit card,unknown,2023-08-16
5073,TXN_5814878,smoothie,2.0,4.0,8.0,digital wallet,unknown,2023-04-02
5074,TXN_2398895,juice,5.0,3.0,15.0,digital wallet,in-store,2023-04-04
5075,TXN_1205020,tea,5.0,1.5,7.5,cash,unknown,2023-10-03
5077,TXN_1631377,coffee,5.0,2.0,10.0,unknown,takeaway,2023-06-07
5079,TXN_8116676,cake,2.0,3.0,6.0,digital wallet,unknown,2023-09-16
5080,TXN_4116036,salad,2.0,5.0,10.0,credit card,in-store,2023-01-22
5081,TXN_3172090,juice,1.0,3.0,3.0,credit card,unknown,2023-05-09
5082,TXN_5193568,juice,3.0,3.0,9.0,cash,unknown,2023-12-10
5083,TXN_3725152,coffee,5.0,2.0,10.0,unknown,unknown,2023-07-08
5084,TXN_8724711,salad,3.0,5.0,15.0,cash,in-store,2023-02-07
5085,TXN_9477344,unknown,2.0,1.0,2.0,credit card,in-store,2023-09-30
5086,TXN_5899361,cake,1.0,3.0,3.0,credit card,unknown,2023-08-08
5087,TXN_8261380,cake,3.0,3.0,9.0,cash,in-store,2023-10-01
5088,TXN_1188551,unknown,2.0,2.0,4.0,unknown,unknown,2023-03-20
5089,TXN_1887250,tea,3.0,1.5,4.5,unknown,takeaway,2023-05-15
5090,TXN_4799873,cookie,3.0,1.0,3.0,digital wallet,in-store,2023-03-04
5091,TXN_9691151,coffee,4.0,2.0,8.0,unknown,in-store,2023-08-23
5092,TXN_3014261,salad,4.0,5.0,20.0,cash,in-store,2023-11-29
5093,TXN_9987991,smoothie,4.0,4.0,16.0,credit card,takeaway,2023-02-21
5094,TXN_1093668,coffee,2.0,2.0,4.0,digital wallet,unknown,2023-05-18
5095,TXN_8279966,coffee,3.0,2.0,6.0,cash,in-store,2023-08-24
5096,TXN_3977835,tea,5.0,1.5,7.5,unknown,in-store,2023-05-06
5097,TXN_1758689,smoothie,3.0,4.0,12.0,cash,unknown,2023-02-17
5098,TXN_4312977,juice,1.0,3.0,3.0,digital wallet,in-store,2023-03-15
5099,TXN_6503526,cookie,5.0,1.0,5.0,credit card,in-store,2023-10-20
5100,TXN_8676485,salad,2.0,5.0,10.0,unknown,in-store,2023-04-28
5101,TXN_7176851,tea,4.0,1.5,6.0,credit card,takeaway,2023-11-20
5102,TXN_8695037,smoothie,2.0,4.0,8.0,unknown,unknown,2023-01-24
5103,TXN_6632882,smoothie,1.0,4.0,4.0,digital wallet,in-store,2023-04-30
5104,TXN_7775016,sandwich,5.0,4.0,20.0,cash,in-store,2023-09-27
5105,TXN_2176024,coffee,5.0,2.0,10.0,digital wallet,in-store,2023-02-03
5106,TXN_7051683,unknown,3.0,3.0,9.0,digital wallet,in-store,2023-11-16
5107,TXN_3670041,smoothie,3.0,4.0,12.0,digital wallet,unknown,2023-03-22
5108,TXN_5124080,cookie,1.0,1.0,1.0,credit card,in-store,2023-01-14
5109,TXN_3317649,sandwich,3.0,4.0,12.0,unknown,takeaway,2023-11-06
5110,TXN_3953316,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-06-06
5111,TXN_6160209,salad,3.0,5.0,15.0,unknown,in-store,2023-07-28
5112,TXN_7089316,tea,2.0,1.5,3.0,cash,in-store,2023-11-27
5113,TXN_5421310,coffee,4.0,2.0,8.0,digital wallet,in-store,2023-06-10
5114,TXN_9081409,unknown,1.0,3.0,3.0,credit card,in-store,2023-06-16
5115,TXN_6850528,cookie,3.0,1.0,3.0,cash,in-store,2023-10-13
5116,TXN_6900182,smoothie,3.0,4.0,12.0,cash,in-store,2023-09-10
